,회사명,종목코드,업종
1074,아이크래프트,052460,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1075,안트로젠,065660,기타 전문 도매업
1076,알에스오토메이션,140670,전자부품 제조업
1077,에스디생명공학,217480,기타 화학제품 제조업
1078,에스씨엠생명과학,298060,의약품 제조업
1079,에스앤씨엔진그룹,900080,기타 금융업
1080,에스텍파마,041910,의약품 제조업
1081,에이비프로바이오,195990,특수 목적용 기계 제조업
1082,에이스테크,088800,통신 및 방송 장비 제조업
1083,에이치엔티,176440,전자부품 제조업
1084,에이치엘사이언스,239610,기타 식품 제조업
1085,에이치엠씨제4호스팩,353070,금융 지원 서비스업
1086,에이티세미콘,089530,반도체 제조업
1087,에이팩트,200470,"그외 기타 전문, 과학 및 기술 서비스업"
1088,에이프로젠 H&G,109960,기타 전문 도매업
1089,에코플라스틱,038110,자동차 신품 부품 제조업
1090,엔에스,217820,특수 목적용 기계 제조업
1091,엔에스엔,031860,상품 종합 도매업
1092,엔지스테크널러지,208860,소프트웨어 개발 및 공급업
1093,엔피디,198080,전자부품 제조업
1094,엘아이에스,138690,특수 목적용 기계 제조업
1095,엘앤씨바이오,290650,의약품 제조업
1096,엘오티베큠,083310,특수 목적용 기계 제조업
1097,엠브레인,169330,시장조사 및 여론조사업
1098,엠투아이,347890,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
1099,엠플러스,259630,특수 목적용 기계 제조업
1100,예스24,053280,무점포 소매업
1101,오가닉티코스메틱,900300,기타 금융업
1102,오하임아이엔티,309930,기타 생활용품 소매업
1103,옵트론텍,082210,사진장비 및 광학기기 제조업
1104,옵티팜,153710,의료용품 및 기타 의약 관련제품 제조업
1105,와이솔,122990,전자부품 제조업
1106,와이아이케이,232140,특수 목적용 기계 제조업
1107,우노앤컴퍼니,114630,화학섬유 제조업
1108,우리산업홀딩스,072470,자동차 신품 부품 제조업
1109,우양,103840,"과실, 채소 가공 및 저장 처리업"
1110,우진비앤지,018620,의약품 제조업
1111,원바이오젠,307280,의료용품 및 기타 의약 관련제품 제조업
1112,원익,032940,기계장비 및 관련 물품 도매업
1113,유성티엔에스,024800,육상 여객 운송업
1114,유에스티,263770,1차 철강 제조업
1115,이루온,065440,소프트웨어 개발 및 공급업
1116,이엔에프테크놀로지,102710,기타 화학제품 제조업
1117,이엔코퍼레이션,066980,기타 정보 서비스업
1118,이엘피,063760,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
1119,이즈미디어,181340,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
1120,이지홀딩스,035810,동물용 사료 및 조제식품 제조업
1121,인터엠,017250,영상 및 음향기기 제조업
1122,인터플렉스,051370,전자부품 제조업
1123,자안,221610,기타 화학제품 제조업
1124,전파기지국,065530,전기 통신업
1125,제너셈,217190,특수 목적용 기계 제조업
1126,제넥신,095700,자연과학 및 공학 연구개발업
1127,제넨바이오,072520,폐기물 처리업
1128,제노레이,122310,의료용 기기 제조업
1129,제로투세븐,159580,생활용품 도매업
1130,제룡전기,033100,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
1131,제이씨현시스템,033320,기계장비 및 관련 물품 도매업
1132,제일테크노스,038010,"구조용 금속제품, 탱크 및 증기발생기 제조업"
1133,조광ILI,044060,일반 목적용 기계 제조업
1134,칩스앤미디어,094360,소프트웨어 개발 및 공급업
1135,컴퍼니케이,307930,기타 금융업
1136,케이사인,192250,소프트웨어 개발 및 공급업
1137,케이씨에스,115500,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1138,케이아이엔엑스,093320,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
1139,켐온,217600,자연과학 및 공학 연구개발업
1140,코맥스,036690,통신 및 방송 장비 제조업
1141,코세스,089890,특수 목적용 기계 제조업
1142,코스메카코리아,241710,기타 화학제품 제조업
1143,코엔텍,029960,폐기물 처리업
1144,코텍,052330,영상 및 음향기기 제조업
1145,콜마비앤에이치,200130,기초 의약물질 및 생물학적 제제 제조업
1146,큐캐피탈,016600,기타 금융업
1147,타이거일렉,219130,전자부품 제조업
1148,태광,023160,1차 철강 제조업
1149,티로보틱스,117730,특수 목적용 기계 제조업
1150,티앤엘,340570,의료용품 및 기타 의약 관련제품 제조업
1151,파마리서치프로덕트,214450,생활용품 도매업
1152,파인디앤씨,049120,전자부품 제조업
1153,파인텍,131760,특수 목적용 기계 제조업
1154,펩트론,087010,기초 의약물질 및 생물학적 제제 제조업
1155,포비스티앤씨,016670,기타 전문 도매업
1156,포스링크,056730,기타 전문 도매업
1157,풍국주정,023900,알코올음료 제조업
1158,퓨쳐스트림네트웍스,214270,소프트웨어 개발 및 공급업
1159,퓨쳐켐,220100,의약품 제조업
1160,피씨디렉트,051380,기계장비 및 관련 물품 도매업
1161,피에스케이홀딩스,031980,특수 목적용 기계 제조업
1162,피플바이오,304840,의료용품 및 기타 의약 관련제품 제조업
1163,하이로닉,149980,의료용 기기 제조업
1164,하이소닉,106080,전자부품 제조업
1165,한국유니온제약,080720,의약품 제조업
1166,한국컴퓨터,054040,전자부품 제조업
1167,한국테크놀로지,053590,자동차 신품 부품 제조업
1168,한송네오텍,226440,특수 목적용 기계 제조업
1169,한일사료,005860,동물용 사료 및 조제식품 제조업
1170,헝셩그룹,900270,기타 금융업
1171,화일약품,061250,의약품 제조업
1172,효성오앤비,097870,"비료, 농약 및 살균, 살충제 제조업"
1173,휴온스,243070,의약품 제조업
1174,휴젤,145020,기초 의약물질 및 생물학적 제제 제조업
1175,메디쎄이,200580,의료용 기기 제조업
1176,바이오코아,216400,자연과학 및 공학 연구개발업
1177,빅텐츠,210120,"영화, 비디오물, 방송프로그램 제작 및 배급업"
1178,썬테크,217320,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
1179,씨알푸드,236030,"곡물가공품, 전분 및 전분제품 제조업"
1180,아퓨어스,149300,기초 의약물질 및 생물학적 제제 제조업
1181,안지오랩,251280,자연과학 및 공학 연구개발업
1182,엔에스컴퍼니,224760,토목 건설업
1183,엘에이티,311060,특수 목적용 기계 제조업
1184,엠앤씨생명과학,225860,기타 화학제품 제조업
1185,옐로페이,179720,소프트웨어 개발 및 공급업
1186,위월드,140660,통신 및 방송 장비 제조업
1187,유비온,084440,기타 정보 서비스업
1188,지오씨,135160,절연선 및 케이블 제조업
1189,AJ네트웍스,095570,산업용 기계 및 장비 임대업
1190,AK홀딩스,006840,기타 금융업
1191,CJ,001040,기타 금융업
1192,CJ씨푸드,011150,기타 식품 제조업
1193,DB금융투자,016610,금융 지원 서비스업
1194,DGB금융지주,139130,기타 금융업
1195,E1,017940,기타 전문 도매업
1196,F&F,007700,봉제의복 제조업
1197,KEC,092220,반도체 제조업
1198,KISCO홀딩스,001940,1차 철강 제조업
1199,LG,003550,기타 금융업
1200,LG디스플레이,034220,전자부품 제조업
1201,LS전선아시아,229640,기타 금융업
1202,NH프라임리츠,338100,부동산 임대 및 공급업
1203,S&T홀딩스,036530,기타 금융업
1204,S-Oil,010950,석유 정제품 제조업
1205,SK네트웍스,001740,기타 전문 도매업
1206,SK케미칼,285130,합성고무 및 플라스틱 물질 제조업
1207,경동인베스트,012320,기타 금융업
1208,계룡건설산업,013580,토목 건설업
1209,국동,005320,생활용품 도매업
1210,남양유업,003920,낙농제품 및 식용빙과류 제조업
1211,남해화학,025860,"비료, 농약 및 살균, 살충제 제조업"
1212,노루페인트,090350,기타 화학제품 제조업
1213,대상,001680,기타 식품 제조업
1214,대성홀딩스,016710,회사 본부 및 경영 컨설팅 서비스업
1215,대한제강,084010,1차 철강 제조업
1216,덕성,004830,플라스틱제품 제조업
1217,덴티움,145720,의료용 기기 제조업
1218,두산퓨얼셀,336260,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
1219,만호제강,001080,1차 철강 제조업
1220,모나미,005360,생활용품 도매업
1221,문배철강,008420,1차 철강 제조업
1222,미래에셋생명,085620,보험업
1223,미창석유공업,003650,석유 정제품 제조업
1224,백광산업,001340,기초 화학물질 제조업
1225,벽산,007210,기타 비금속 광물제품 제조업
1226,부국철강,026940,1차 철강 제조업
1227,부산도시가스,015350,연료용 가스 제조 및 배관공급업
1228,비비안,002070,봉제의복 제조업
1229,비상교육,100220,"서적, 잡지 및 기타 인쇄물 출판업"
1230,사조산업,007160,어로 어업
1231,삼부토건,001470,토목 건설업
1232,삼성공조,006660,자동차 신품 부품 제조업
1233,삼성생명,032830,보험업
1234,삼성전기,009150,전자부품 제조업
1235,삼양사,145990,기타 식품 제조업
1236,삼양패키징,272550,플라스틱제품 제조업
1237,삼일씨엔에스,004440,"시멘트, 석회, 플라스터 및 그 제품 제조업"
1238,삼화전기,009470,전자부품 제조업
1239,샘표,007540,기타 금융업
1240,서흥,008490,기타 화학제품 제조업
1241,세아베스틸,001430,1차 철강 제조업
1242,세하,027970,"펄프, 종이 및 판지 제조업"
1243,수산중공업,017550,특수 목적용 기계 제조업
1244,신세계건설,034300,건물 건설업
1245,신영와코루,005800,봉제의복 제조업
1246,신영증권,001720,금융 지원 서비스업
1247,신원,009270,봉제의복 제조업
1248,신풍제지,002870,"펄프, 종이 및 판지 제조업"
1249,에스엘,005850,자동차 신품 부품 제조업
1250,에이블씨엔씨,078520,기타 화학제품 제조업
1251,에이프로젠 KIC,007460,기타 금속 가공제품 제조업
1252,엘브이엠씨,900140,자동차 판매업
1253,엘에스일렉트릭,010120,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
1254,오리온,271560,기타 식품 제조업
1255,우리금융지주,316140,기타 금융업
1256,우성사료,006980,"곡물가공품, 전분 및 전분제품 제조업"
1257,웰바이오텍,010600,상품 중개업
1258,유니온,000910,"시멘트, 석회, 플라스터 및 그 제품 제조업"
1259,유안타증권,003470,금융 지원 서비스업
1260,이구산업,025820,1차 비철금속 제조업
1261,일진전기,103590,절연선 및 케이블 제조업
1262,조광피혁,004700,"가죽, 가방 및 유사제품 제조업"
1263,조일알미늄,018470,1차 비철금속 제조업
1264,진흥기업,002780,토목 건설업
1265,카카오,035720,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
1266,케이티,030200,전기 통신업
1267,코리안리,003690,재 보험업
1268,코스맥스비티아이,044820,기타 금융업
1269,코오롱머티리얼,144620,화학섬유 제조업
1270,크라운제과,264900,기타 식품 제조업
1271,크라운해태홀딩스,005740,기타 금융업
1272,키움증권,039490,금융 지원 서비스업
1273,태림포장,011280,"골판지, 종이 상자 및 종이용기 제조업"
1274,태원물산,001420,자동차 신품 부품 제조업
1275,티에이치엔,019180,기타 전기장비 제조업
1276,팬오션,028670,해상 운송업
1277,평화산업,090080,자동차 신품 부품 제조업
1278,하나투어,039130,여행사 및 기타 여행보조 서비스업
1279,하이골드12호,172580,운송장비 임대업
1280,한국앤컴퍼니,000240,기타 금융업
1281,한국프랜지공업,010100,자동차 신품 부품 제조업
1282,한독,002390,의약품 제조업
1283,한세엠케이,069640,"섬유, 의복, 신발 및 가죽제품 소매업"
1284,한솔제지,213500,"펄프, 종이 및 판지 제조업"
1285,한솔케미칼,014680,기초 화학물질 제조업
1286,한솔테크닉스,004710,전자부품 제조업
1287,한진,002320,도로 화물 운송업
1288,해성디에스,195870,전자부품 제조업
1289,현대리바트,079430,가구 제조업
1290,현대백화점,069960,종합 소매업
1291,형지엘리트,093240,봉제의복 제조업
1292,혜인,003010,기계장비 및 관련 물품 도매업
1293,화성산업,002460,건물 건설업
1294,효성첨단소재,298050,화학섬유 제조업
1295,휴비스,079980,화학섬유 제조업
1296,CNH,023460,신탁업 및 집합투자업
1297,COWON,056000,소프트웨어 개발 및 공급업
1298,DMS,068790,특수 목적용 기계 제조업
1299,GH신소재,130500,기타 섬유제품 제조업
1300,IBKS제14호스팩,351320,기타 금융업
1301,KBI메탈,024840,1차 비철금속 제조업
1302,KMH하이텍,052900,플라스틱제품 제조업
1303,KPX생명과학,114450,기초 의약물질 및 생물학적 제제 제조업
1304,KT서브마린,060370,전기 및 통신 공사업
1305,SBS콘텐츠허브,046140,"영화, 비디오물, 방송프로그램 제작 및 배급업"
1306,SG&G,040610,자동차 신품 부품 제조업
1307,SGA,049470,소프트웨어 개발 및 공급업
1308,SV인베스트먼트,289080,기타 금융업
1309,TPC,048770,일반 목적용 기계 제조업
1310,TS인베스트먼트,246690,신탁업 및 집합투자업
1311,YBM넷,057030,교육지원 서비스업
1312,iMBC,052220,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
1313,가온미디어,078890,통신 및 방송 장비 제조업
1314,경동제약,011040,의약품 제조업
1315,골든센츄리,900280,기타 금융업
1316,광진윈텍,090150,자동차 신품 부품 제조업
1317,국보디자인,066620,실내건축 및 건축마무리 공사업
1318,나스미디어,089600,광고업
1319,나이스정보통신,036800,전기 통신업
1320,남화산업,111710,스포츠 서비스업
1321,네오오토,212560,자동차 신품 부품 제조업
1322,네오위즈,095660,소프트웨어 개발 및 공급업
1323,네오크레마,311390,기타 식품 제조업
1324,넷게임즈,225570,소프트웨어 개발 및 공급업
1325,노랑풍선,104620,여행사 및 기타 여행보조 서비스업
1326,노바텍,285490,그외 기타 제품 제조업
1327,뉴보텍,060260,플라스틱제품 제조업
1328,대원미디어,048910,기타 전문 도매업
1329,대한과학,131220,기계장비 및 관련 물품 도매업
1330,대호피앤씨,021040,1차 철강 제조업
1331,대화제약,067080,의약품 제조업
1332,동아화성,041930,고무제품 제조업
1333,동양파일,228340,"시멘트, 석회, 플라스터 및 그 제품 제조업"
1334,디앤씨미디어,263720,"서적, 잡지 및 기타 인쇄물 출판업"
1335,디이엔티,079810,특수 목적용 기계 제조업
1336,라닉스,317120,반도체 제조업
1337,라온피플,300120,소프트웨어 개발 및 공급업
1338,라이트론,069540,통신 및 방송 장비 제조업
1339,랩지노믹스,084650,자연과학 및 공학 연구개발업
1340,로스웰,900260,기타 금융업
1341,로지시스,067730,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1342,리더스코스메틱,016100,기타 화학제품 제조업
1343,리메드,302550,의료용 기기 제조업
1344,린드먼아시아,277070,신탁업 및 집합투자업
1345,마니커에프앤지,195500,"도축, 육류 가공 및 저장 처리업"
1346,메가엠디,133750,일반 교습 학원
1347,메카로,241770,기타 화학제품 제조업
1348,모베이스,101330,통신 및 방송 장비 제조업
1349,모아텍,033200,전자부품 제조업
1350,바이오스마트,038460,전자부품 제조업
1351,보광산업,225530,기타 비금속 광물제품 제조업
1352,본느,226340,기타 화학제품 제조업
1353,브릿지바이오,288330,기초 의약물질 및 생물학적 제제 제조업
1354,블러썸엠앤씨,263920,그외 기타 제품 제조업
1355,비엠티,086670,일반 목적용 기계 제조업
1356,비츠로셀,082920,일차전지 및 축전지 제조업
1357,삼보모터스,053700,자동차 신품 부품 제조업
1358,삼영엠텍,054540,"구조용 금속제품, 탱크 및 증기발생기 제조업"
1359,삼천당제약,000250,의약품 제조업
1360,샘코,263540,"항공기,우주선 및 부품 제조업"
1361,서울바이오시스,092190,반도체 제조업
1362,서울옥션,063170,상품 중개업
1363,서한,011370,건물 건설업
1364,성도이엔지,037350,"건축기술, 엔지니어링 및 관련 기술 서비스업"
1365,성우전자,081580,통신 및 방송 장비 제조업
1366,세미콘라이트,214310,반도체 제조업
1367,세원,234100,자동차 신품 부품 제조업
1368,세원물산,024830,자동차 신품 부품 제조업
1369,센트럴바이오,051980,플라스틱제품 제조업
1370,셀리버리,268600,자연과학 및 공학 연구개발업
1371,소룩스,290690,전구 및 조명장치 제조업
1372,소프트캠프,258790,소프트웨어 개발 및 공급업
1373,솔브레인,357780,기타 화학제품 제조업
1374,스카이문스테크놀로지,033790,통신 및 방송 장비 제조업
1375,시너지이노베이션,048870,의료용 기기 제조업
1376,시티랩스,139050,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1377,신성델타테크,065350,가정용 기기 제조업
1378,신화인터텍,056700,플라스틱제품 제조업
1379,싸이토젠,217330,자연과학 및 공학 연구개발업
1380,아이컴포넌트,059100,전자부품 제조업
1381,아즈텍WB,032080,"섬유제품 염색, 정리 및 마무리 가공업"
1382,안랩,053800,소프트웨어 개발 및 공급업
1383,알서포트,131370,소프트웨어 개발 및 공급업
1384,액트,131400,전자부품 제조업
1385,에너토크,019990,일반 목적용 기계 제조업
1386,에버다임,041440,특수 목적용 기계 제조업
1387,에스넷,038680,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1388,에스디시스템,121890,전자부품 제조업
1389,에스에이엠티,031330,기계장비 및 관련 물품 도매업
1390,에스티큐브,052020,기계장비 및 관련 물품 도매업
1391,에스피지,058610,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
1392,에이프로,262260,기타 전기장비 제조업
1393,에이피티씨,089970,특수 목적용 기계 제조업
1394,에코마케팅,230360,광고업
1395,에코바이오,038870,사업시설 유지·관리 서비스업
1396,에코캡,128540,자동차 신품 부품 제조업
1397,에프앤가이드,064850,기타 정보 서비스업
1398,에프앤리퍼블릭,064090,상품 종합 도매업
1399,에프엔에스테크,083500,특수 목적용 기계 제조업
1400,엔바이오니아,317870,그외 기타 제품 제조업
1401,엔에이치스팩13호,310840,금융 지원 서비스업
1402,엔에이치스팩14호,319400,금융 지원 서비스업
1403,엘엠에스,073110,전자부품 제조업
1404,엠아이텍,179290,의료용 기기 제조업
1405,엠에스오토텍,123040,자동차 신품 부품 제조업
1406,엠케이전자,033160,전자부품 제조업
1407,오르비텍,046120,기타 과학기술 서비스업
1408,오이솔루션,138080,통신 및 방송 장비 제조업
1409,올리패스,244460,기초 의약물질 및 생물학적 제제 제조업
1410,와이엠씨,155650,전자부품 제조업
1411,와이엠티,251370,기초 화학물질 제조업
1412,와이제이엠게임즈,193250,전자부품 제조업
1413,와이팜,332570,전자부품 제조업
1414,우리넷,115440,통신 및 방송 장비 제조업
1415,우리조명,037400,전구 및 조명장치 제조업
1416,원익IPS,240810,특수 목적용 기계 제조업
1417,위세아이텍,065370,소프트웨어 개발 및 공급업
1418,유니슨,018000,일반 목적용 기계 제조업
1419,유니크,011320,자동차 신품 부품 제조업
1420,유아이디,069330,전자부품 제조업
1421,유아이엘,049520,전자부품 제조업
1422,이상네트웍스,080010,상품 중개업
1423,이에스에이,052190,창작 및 예술관련 서비스업
1424,이엠코리아,095190,특수 목적용 기계 제조업
1425,이오플로우,294090,의료용 기기 제조업
1426,이큐셀,160600,특수 목적용 기계 제조업
1427,이퓨쳐,134060,"서적, 잡지 및 기타 인쇄물 출판업"
1428,이화공영,001840,건물 건설업
1429,인피니트헬스케어,071200,소프트웨어 개발 및 공급업
1430,일신바이오,068330,일반 목적용 기계 제조업
1431,잉글우드랩,950140,기타 화학제품 제조업
1432,정원엔시스,045510,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1433,제이씨케미칼,137950,기타 화학제품 제조업
1434,제이웨이,058420,"영화, 비디오물, 방송프로그램 제작 및 배급업"
1435,젬백스링크,064800,"섬유, 의복, 신발 및 가죽제품 소매업"
1436,좋은사람들,033340,봉제의복 제조업
1437,줌인터넷,239340,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
1438,중앙백신,072020,기초 의약물질 및 생물학적 제제 제조업
1439,지놈앤컴퍼니,314130,기초 의약물질 및 생물학적 제제 제조업
1440,지트리비앤티,115450,기타 전문 도매업
1441,카스,016920,기계장비 및 관련 물품 도매업
1442,카카오게임즈,293490,소프트웨어 개발 및 공급업
1443,카페24,042000,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
1444,케이비17호스팩,317030,금융 지원 서비스업
1445,케이에스피,073010,일반 목적용 기계 제조업
1446,코아시아옵틱스,196450,사진장비 및 광학기기 제조업
1447,큐리언트,115180,자연과학 및 공학 연구개발업
1448,크리스탈신소재,900250,기타 금융업
1449,크린앤사이언스,045520,일반 목적용 기계 제조업
1450,클래시스,214150,의료용 기기 제조업
1451,태웅,044490,기타 금속 가공제품 제조업
1452,테라셈,182690,반도체 제조업
1453,토박스코리아,215480,"섬유, 의복, 신발 및 가죽제품 소매업"
1454,티사이언티픽,057680,소프트웨어 개발 및 공급업
1455,티씨케이,064760,기타 비금속 광물제품 제조업
1456,티케이케미칼,104480,화학섬유 제조업
1457,팅크웨어,084730,통신 및 방송 장비 제조업
1458,팜스토리,027710,동물용 사료 및 조제식품 제조업
1459,펄어비스,263750,소프트웨어 개발 및 공급업
1460,포인트모바일,318020,컴퓨터 및 주변장치 제조업
1461,푸드나무,290720,무점포 소매업
1462,푸른저축은행,007330,은행 및 저축기관
1463,프리엠스,053160,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
1464,플랜티넷,075130,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1465,피제이메탈,128660,1차 비철금속 제조업
1466,하나머스트7호스팩,372290,금융 지원 서비스업
1467,하나머티리얼즈,166090,반도체 제조업
1468,한국선재,025550,1차 철강 제조업
1469,한국전자인증,041460,소프트웨어 개발 및 공급업
1470,한국큐빅,021650,플라스틱제품 제조업
1471,한독크린텍,256150,일반 목적용 기계 제조업
1472,한류타임즈,039670,"서적, 잡지 및 기타 인쇄물 출판업"
1473,한화플러스제1호스팩,340440,금융 지원 서비스업
1474,현대사료,016790,동물용 사료 및 조제식품 제조업
1475,현우산업,092300,전자부품 제조업
1476,홈캐스트,064240,영상 및 음향기기 제조업
1477,휴메딕스,200670,의약품 제조업
1478,휴온스글로벌,084110,의약품 제조업
1479,흥구석유,024060,기타 전문 도매업
1480,골프존데카,183410,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
1481,네추럴FNP,086220,기타 식품 제조업
1482,데이터스트림즈,199150,소프트웨어 개발 및 공급업
1483,루켄테크놀러지스,162120,기타 전기장비 제조업
1484,비엔디생활건강,215050,기타 화학제품 제조업
1485,아이케이세미콘,149010,반도체 제조업
1486,애드바이오텍,179530,의약품 제조업
1487,에스엘에스바이오,246250,기타 과학기술 서비스업
1488,엔지브이아이,093510,자동차 신품 부품 제조업
1489,유엑스엔,337840,의료용 기기 제조업
1490,이비테크,208850,기타 전기장비 제조업
1491,이앤에치,341310,기타 섬유제품 제조업
1492,청광건설,140290,토목 건설업
1493,파인이엠텍,278990,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
1494,펨토바이오메드,327610,자연과학 및 공학 연구개발업
1495,프로테옴텍,303360,의료용품 및 기타 의약 관련제품 제조업
1496,BGF,027410,기타 금융업
1497,CS홀딩스,000590,기타 금융업
1498,DB,012030,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1499,DL,000210,토목 건설업
1500,GS리테일,007070,종합 소매업
1501,HDC,012630,기타 금융업
1502,JW생명과학,234080,의약품 제조업
1503,KC그린홀딩스,009440,기타 금융업
1504,KR모터스,000040,그외 기타 운송장비 제조업
1505,LG유플러스,032640,전기 통신업
1506,S&T중공업,003570,자동차 신품 부품 제조업
1507,SPC삼립,005610,기타 식품 제조업
1508,경농,002100,"비료, 농약 및 살균, 살충제 제조업"
1509,경동도시가스,267290,연료용 가스 제조 및 배관공급업
1510,경방,000050,종합 소매업
1511,고려제강,002240,1차 철강 제조업
1512,광동제약,009290,의약품 제조업
1513,광주신세계,037710,종합 소매업
1514,금비,008870,유리 및 유리제품 제조업
1515,금호타이어,073240,고무제품 제조업
1516,대림통상,006570,기타 금속 가공제품 제조업
1517,대신증권,003540,금융 지원 서비스업
1518,대원강업,000430,자동차 신품 부품 제조업
1519,대원전선,006340,절연선 및 케이블 제조업
1520,대원화성,024890,플라스틱제품 제조업
1521,대유에이텍,002880,자동차 신품 부품 제조업
1522,더블유게임즈,192080,소프트웨어 개발 및 공급업
1523,동부건설,005960,토목 건설업
1524,동성제약,002210,의약품 제조업
1525,동아에스티,170900,의약품 제조업
1526,동양고속,084670,육상 여객 운송업
1527,동양철관,008970,1차 철강 제조업
1528,동원수산,030720,어로 어업
1529,롯데쇼핑,023530,종합 소매업
1530,메리츠화재,000060,보험업
1531,미원에스씨,268280,기초 화학물질 제조업
1532,부광약품,003000,의약품 제조업
1533,부산산업,011390,"시멘트, 석회, 플라스터 및 그 제품 제조업"
1534,삼익악기,002450,악기 제조업
1535,삼천리,004690,연료용 가스 제조 및 배관공급업
1536,성창기업지주,000180,회사 본부 및 경영 컨설팅 서비스업
1537,세종공업,033530,자동차 신품 부품 제조업
1538,솔루엠,248070,전자부품 제조업
1539,시디즈,134790,가구 제조업
1540,아시아나항공,020560,항공 여객 운송업
1541,알루코,001780,1차 비철금속 제조업
1542,에스제이엠홀딩스,025530,자동차 부품 및 내장품 판매업
1543,오뚜기,007310,기타 식품 제조업
1544,유성기업,002920,자동차 신품 부품 제조업
1545,이리츠코크렙,088260,부동산 임대 및 공급업
1546,이수페타시스,007660,전자부품 제조업
1547,이아이디,093230,기타 전문 도매업
1548,인디에프,014990,봉제의복 제조업
1549,일동홀딩스,000230,의약품 제조업
1550,일진홀딩스,015860,기타 금융업
1551,자이에스앤디,317400,부동산 임대 및 공급업
1552,자화전자,033240,전자부품 제조업
1553,전방,000950,방적 및 가공사 제조업
1554,제이알글로벌리츠,348950,부동산 임대 및 공급업
1555,제이콘텐트리,036420,"영화, 비디오물, 방송프로그램 제작 및 배급업"
1556,제일기획,030000,광고업
1557,지투알,035000,회사 본부 및 경영 컨설팅 서비스업
1558,진양폴리우레탄,010640,플라스틱제품 제조업
1559,케이씨씨,002380,기타 화학제품 제조업
1560,코람코에너지리츠,357120,부동산 임대 및 공급업
1561,코스맥스,192820,기타 화학제품 제조업
1562,코웨이,021240,그외 기타 개인 서비스업
1563,콤텍시스템,031820,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1564,태경비케이,014580,"시멘트, 석회, 플라스터 및 그 제품 제조업"
1565,티웨이항공,091810,항공 여객 운송업
1566,퍼스텍,010820,무기 및 총포탄 제조업
1567,포스코인터내셔널,047050,상품 중개업
1568,하이골드3호,153360,운송장비 임대업
1569,한국ANKOR유전,152550,신탁업 및 집합투자업
1570,한국내화,010040,"내화, 비내화 요업제품 제조업"
1571,한국주철관공업,000970,1차 철강 제조업
1572,한국화장품,123690,생활용품 도매업
1573,한라,014790,토목 건설업
1574,한미반도체,042700,특수 목적용 기계 제조업
1575,한섬,020000,봉제의복 제조업
1576,한세실업,105630,봉제의복 제조업
1577,한솔홈데코,025750,제재 및 목재 가공업
1578,한올바이오파마,009420,의약품 제조업
1579,한전산업,130660,"건축기술, 엔지니어링 및 관련 기술 서비스업"
1580,한화손해보험,000370,보험업
1581,핸즈코퍼레이션,143210,자동차 신품 부품 제조업
1582,현대오토에버,307950,소프트웨어 개발 및 공급업
1583,화승엔터프라이즈,241590,신발 및 신발 부분품 제조업
1584,화인베스틸,133820,1차 철강 제조업
1585,화천기계,010660,특수 목적용 기계 제조업
1586,후성,093370,기초 화학물질 제조업
1587,휠라홀딩스,081660,생활용품 도매업
1588,휴스틸,005010,1차 철강 제조업
1589,3S,060310,특수 목적용 기계 제조업
1590,CJ프레시웨이,051500,음·식료품 및 담배 도매업
1591,JYP Ent.,035900,오디오물 출판 및 원판 녹음업
1592,RFHIC,218410,통신 및 방송 장비 제조업
1593,강원,114190,"구조용 금속제품, 탱크 및 증기발생기 제조업"
1594,경남제약,053950,의약품 제조업
1595,고려신용정보,049720,기타 사업지원 서비스업
1596,고바이오랩,348150,자연과학 및 공학 연구개발업
1597,골드퍼시픽,038530,생활용품 도매업
1598,광진실업,026910,1차 철강 제조업
1599,그린플러스,186230,1차 비철금속 제조업
1600,기산텔레콤,035460,통신 및 방송 장비 제조업
1601,나무기술,242040,소프트웨어 개발 및 공급업
