,회사명,종목코드,업종
1077,슈프리마에이치큐,094840,통신 및 방송 장비 제조업
1078,스타플렉스,115570,플라스틱제품 제조업
1079,시노펙스,025320,전자부품 제조업
1080,신원종합개발,017000,건물 건설업
1081,신한제7호스팩,366330,금융 지원 서비스업
1082,신흥에스이씨,243840,일차전지 및 축전지 제조업
1083,썸에이지,208640,소프트웨어 개발 및 공급업
1084,씨씨에스,066790,텔레비전 방송업
1085,씨앤지하이테크,264660,특수 목적용 기계 제조업
1086,씨티씨바이오,060590,의약품 제조업
1087,아시아종묘,154030,작물 재배업
1088,아우딘퓨쳐스,227610,기타 화학제품 제조업
1089,아이엘사이언스,307180,전구 및 조명장치 제조업
1090,아이진,185490,자연과학 및 공학 연구개발업
1091,아이큐어,175250,의약품 제조업
1092,아이크래프트,052460,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1093,안트로젠,065660,기타 전문 도매업
1094,알에스오토메이션,140670,전자부품 제조업
1095,알톤스포츠,123750,그외 기타 운송장비 제조업
1096,알파홀딩스,117670,반도체 제조업
1097,액션스퀘어,205500,소프트웨어 개발 및 공급업
1098,에스디생명공학,217480,기타 화학제품 제조업
1099,에스씨엠생명과학,298060,의약품 제조업
1100,에스앤씨엔진그룹,900080,기타 금융업
1101,에스텍파마,041910,의약품 제조업
1102,에이비프로바이오,195990,특수 목적용 기계 제조업
1103,에이스테크,088800,통신 및 방송 장비 제조업
1104,에이치엘사이언스,239610,기타 식품 제조업
1105,에이치엠씨제4호스팩,353070,금융 지원 서비스업
1106,에이티세미콘,089530,반도체 제조업
1107,에이팩트,200470,"그외 기타 전문, 과학 및 기술 서비스업"
1108,에이프로젠 H&G,109960,기타 전문 도매업
1109,에코플라스틱,038110,자동차 신품 부품 제조업
1110,엔에스,217820,특수 목적용 기계 제조업
1111,엔지스테크널러지,208860,소프트웨어 개발 및 공급업
1112,엔피디,198080,전자부품 제조업
1113,엘앤씨바이오,290650,의약품 제조업
1114,엘오티베큠,083310,특수 목적용 기계 제조업
1115,엠브레인,169330,시장조사 및 여론조사업
1116,엠투아이,347890,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
1117,엠플러스,259630,특수 목적용 기계 제조업
1118,예스24,053280,무점포 소매업
1119,오가닉티코스메틱,900300,기타 금융업
1120,오하임아이엔티,309930,기타 생활용품 소매업
1121,옵트론텍,082210,사진장비 및 광학기기 제조업
1122,옵티팜,153710,의료용품 및 기타 의약 관련제품 제조업
1123,와이솔,122990,전자부품 제조업
1124,와이아이케이,232140,특수 목적용 기계 제조업
1125,우노앤컴퍼니,114630,화학섬유 제조업
1126,우리산업홀딩스,072470,자동차 신품 부품 제조업
1127,우양,103840,"과실, 채소 가공 및 저장 처리업"
1128,우진비앤지,018620,의약품 제조업
1129,원바이오젠,307280,의료용품 및 기타 의약 관련제품 제조업
1130,원익,032940,기계장비 및 관련 물품 도매업
1131,원익큐브,014190,기타 전문 도매업
1132,유성티엔에스,024800,육상 여객 운송업
1133,유에스티,263770,1차 철강 제조업
1134,이루온,065440,소프트웨어 개발 및 공급업
1135,이엔에프테크놀로지,102710,기타 화학제품 제조업
1136,이엘피,063760,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
1137,이엠앤아이,083470,플라스틱제품 제조업
1138,이지홀딩스,035810,동물용 사료 및 조제식품 제조업
1139,이트론,096040,기타 전문 도매업
1140,인터엠,017250,영상 및 음향기기 제조업
1141,인터플렉스,051370,전자부품 제조업
1142,전파기지국,065530,전기 통신업
1143,제너셈,217190,특수 목적용 기계 제조업
1144,제넥신,095700,자연과학 및 공학 연구개발업
1145,제노레이,122310,의료용 기기 제조업
1146,제로투세븐,159580,생활용품 도매업
1147,제룡전기,033100,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
1148,조광ILI,044060,일반 목적용 기계 제조업
1149,칩스앤미디어,094360,소프트웨어 개발 및 공급업
1150,컴퍼니케이,307930,기타 금융업
1151,케이사인,192250,소프트웨어 개발 및 공급업
1152,케이씨에스,115500,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1153,케이아이엔엑스,093320,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
1154,켐온,217600,자연과학 및 공학 연구개발업
1155,코맥스,036690,통신 및 방송 장비 제조업
1156,코세스,089890,특수 목적용 기계 제조업
1157,코엔텍,029960,폐기물 처리업
1158,코텍,052330,영상 및 음향기기 제조업
1159,콜마비앤에이치,200130,기초 의약물질 및 생물학적 제제 제조업
1160,큐캐피탈,016600,기타 금융업
1161,크리스에프앤씨,110790,봉제의복 제조업
1162,타이거일렉,219130,전자부품 제조업
1163,태광,023160,1차 철강 제조업
1164,태웅,044490,기타 금속 가공제품 제조업
1165,티로보틱스,117730,특수 목적용 기계 제조업
1166,티앤엘,340570,의료용품 및 기타 의약 관련제품 제조업
1167,티엘아이,062860,반도체 제조업
1168,파라다이스,034230,유원지 및 기타 오락관련 서비스업
1169,파마리서치프로덕트,214450,생활용품 도매업
1170,파인디앤씨,049120,전자부품 제조업
1171,파인텍,131760,특수 목적용 기계 제조업
1172,펩트론,087010,기초 의약물질 및 생물학적 제제 제조업
1173,포스링크,056730,기타 전문 도매업
1174,포스코 ICT,022100,"건축기술, 엔지니어링 및 관련 기술 서비스업"
1175,풍국주정,023900,알코올음료 제조업
1176,퓨쳐스트림네트웍스,214270,소프트웨어 개발 및 공급업
1177,퓨쳐켐,220100,의약품 제조업
1178,피씨디렉트,051380,기계장비 및 관련 물품 도매업
1179,피에스케이홀딩스,031980,특수 목적용 기계 제조업
1180,피플바이오,304840,의료용품 및 기타 의약 관련제품 제조업
1181,하이로닉,149980,의료용 기기 제조업
1182,하이소닉,106080,전자부품 제조업
1183,한국유니온제약,080720,의약품 제조업
1184,한국컴퓨터,054040,전자부품 제조업
1185,한국테크놀로지,053590,자동차 신품 부품 제조업
1186,한송네오텍,226440,특수 목적용 기계 제조업
1187,한일사료,005860,동물용 사료 및 조제식품 제조업
1188,헝셩그룹,900270,기타 금융업
1189,화일약품,061250,의약품 제조업
1190,효성오앤비,097870,"비료, 농약 및 살균, 살충제 제조업"
1191,휴온스,243070,의약품 제조업
1192,휴젤,145020,기초 의약물질 및 생물학적 제제 제조업
1193,단디바이오,343090,의료용품 및 기타 의약 관련제품 제조업
1194,메디쎄이,200580,의료용 기기 제조업
1195,바이오코아,216400,자연과학 및 공학 연구개발업
1196,빅텐츠,210120,"영화, 비디오물, 방송프로그램 제작 및 배급업"
1197,썬테크,217320,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
1198,씨알푸드,236030,"곡물가공품, 전분 및 전분제품 제조업"
1199,아퓨어스,149300,기초 의약물질 및 생물학적 제제 제조업
1200,안지오랩,251280,자연과학 및 공학 연구개발업
1201,엔에스엠,238170,합성고무 및 플라스틱 물질 제조업
1202,엔에스컴퍼니,224760,토목 건설업
1203,엘에이티,311060,특수 목적용 기계 제조업
1204,유비온,084440,기타 정보 서비스업
1205,이엠비,278990,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
1206,지오씨,135160,절연선 및 케이블 제조업
1207,AJ네트웍스,095570,산업용 기계 및 장비 임대업
1208,AK홀딩스,006840,기타 금융업
1209,CJ,001040,기타 금융업
1210,CJ씨푸드,011150,기타 식품 제조업
1211,DB금융투자,016610,금융 지원 서비스업
1212,DGB금융지주,139130,기타 금융업
1213,DL,000210,기타 금융업
1214,KEC,092220,반도체 제조업
1215,KISCO홀딩스,001940,1차 철강 제조업
1216,KTB투자증권,030210,금융 지원 서비스업
1217,LG,003550,기타 금융업
1218,LG디스플레이,034220,전자부품 제조업
1219,LS전선아시아,229640,기타 금융업
1220,NH프라임리츠,338100,부동산 임대 및 공급업
1221,S-Oil,010950,석유 정제품 제조업
1222,SK네트웍스,001740,기타 전문 도매업
1223,SK바이오사이언스,302440,기초 의약물질 및 생물학적 제제 제조업
1224,SK케미칼,285130,합성고무 및 플라스틱 물질 제조업
1225,SNT모티브,064960,자동차 신품 부품 제조업
1226,경동인베스트,012320,기타 금융업
1227,계룡건설산업,013580,토목 건설업
1228,고려아연,010130,1차 비철금속 제조업
1229,국동,005320,생활용품 도매업
1230,남양유업,003920,낙농제품 및 식용빙과류 제조업
1231,남해화학,025860,"비료, 농약 및 살균, 살충제 제조업"
1232,노루페인트,090350,기타 화학제품 제조업
1233,대상,001680,기타 식품 제조업
1234,대성홀딩스,016710,회사 본부 및 경영 컨설팅 서비스업
1235,대한제강,084010,1차 철강 제조업
1236,덴티움,145720,의료용 기기 제조업
1237,두산퓨얼셀,336260,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
1238,만호제강,001080,1차 철강 제조업
1239,모나미,005360,생활용품 도매업
1240,문배철강,008420,1차 철강 제조업
1241,미래에셋대우,006800,금융 지원 서비스업
1242,미창석유공업,003650,석유 정제품 제조업
1243,백광산업,001340,기초 화학물질 제조업
1244,벽산,007210,기타 비금속 광물제품 제조업
1245,부광약품,003000,의약품 제조업
1246,부국철강,026940,1차 철강 제조업
1247,부산도시가스,015350,연료용 가스 제조 및 배관공급업
1248,비비안,002070,봉제의복 제조업
1249,비상교육,100220,"서적, 잡지 및 기타 인쇄물 출판업"
1250,사조산업,007160,어로 어업
1251,삼부토건,001470,토목 건설업
1252,삼성공조,006660,자동차 신품 부품 제조업
1253,삼성생명,032830,보험업
1254,삼성전기,009150,전자부품 제조업
1255,삼양패키징,272550,플라스틱제품 제조업
1256,삼일씨엔에스,004440,"시멘트, 석회, 플라스터 및 그 제품 제조업"
1257,삼화전기,009470,전자부품 제조업
1258,삼화페인트공업,000390,기타 화학제품 제조업
1259,샘표,007540,기타 금융업
1260,서흥,008490,기타 화학제품 제조업
1261,세아베스틸,001430,1차 철강 제조업
1262,세하,027970,"펄프, 종이 및 판지 제조업"
1263,수산중공업,017550,특수 목적용 기계 제조업
1264,신라교역,004970,어로 어업
1265,신세계건설,034300,건물 건설업
1266,신영와코루,005800,봉제의복 제조업
1267,신영증권,001720,금융 지원 서비스업
1268,신원,009270,봉제의복 제조업
1269,신풍제지,002870,"펄프, 종이 및 판지 제조업"
1270,에스엘,005850,자동차 신품 부품 제조업
1271,에이블씨엔씨,078520,기타 화학제품 제조업
1272,에이프로젠 KIC,007460,기타 금속 가공제품 제조업
1273,엘브이엠씨,900140,자동차 판매업
1274,오리온,271560,기타 식품 제조업
1275,우리금융지주,316140,기타 금융업
1276,우성사료,006980,"곡물가공품, 전분 및 전분제품 제조업"
1277,웰바이오텍,010600,상품 중개업
1278,유니온,000910,"시멘트, 석회, 플라스터 및 그 제품 제조업"
1279,유안타증권,003470,금융 지원 서비스업
1280,일진전기,103590,절연선 및 케이블 제조업
1281,조광피혁,004700,"가죽, 가방 및 유사제품 제조업"
1282,조일알미늄,018470,1차 비철금속 제조업
1283,카카오,035720,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
1284,케이씨티시,009070,도로 화물 운송업
1285,케이티,030200,전기 통신업
1286,코리안리,003690,재 보험업
1287,코오롱머티리얼,144620,화학섬유 제조업
1288,크라운제과,264900,기타 식품 제조업
1289,크라운해태홀딩스,005740,기타 금융업
1290,키움증권,039490,금융 지원 서비스업
1291,태광산업,003240,화학섬유 제조업
1292,태림포장,011280,"골판지, 종이 상자 및 종이용기 제조업"
1293,태원물산,001420,자동차 신품 부품 제조업
1294,티에이치엔,019180,기타 전기장비 제조업
1295,팬오션,028670,해상 운송업
1296,퍼스텍,010820,무기 및 총포탄 제조업
1297,평화산업,090080,자동차 신품 부품 제조업
1298,하나투어,039130,여행사 및 기타 여행보조 서비스업
1299,하이골드12호,172580,운송장비 임대업
1300,한국앤컴퍼니,000240,기타 금융업
1301,한독,002390,의약품 제조업
1302,한세엠케이,069640,"섬유, 의복, 신발 및 가죽제품 소매업"
1303,한솔제지,213500,"펄프, 종이 및 판지 제조업"
1304,한솔케미칼,014680,기초 화학물질 제조업
1305,한솔테크닉스,004710,전자부품 제조업
1306,한진,002320,도로 화물 운송업
1307,해성디에스,195870,전자부품 제조업
1308,현대리바트,079430,가구 제조업
1309,현대백화점,069960,종합 소매업
1310,형지엘리트,093240,봉제의복 제조업
1311,혜인,003010,기계장비 및 관련 물품 도매업
1312,화성산업,002460,건물 건설업
1313,화승코퍼레이션,013520,자동차 신품 부품 제조업
1314,효성첨단소재,298050,화학섬유 제조업
1315,휴비스,079980,화학섬유 제조업
1316,CNH,023460,신탁업 및 집합투자업
1317,DMS,068790,특수 목적용 기계 제조업
1318,GH신소재,130500,기타 섬유제품 제조업
1319,IBKS제14호스팩,351320,기타 금융업
1320,KBI메탈,024840,1차 비철금속 제조업
1321,KG모빌리언스,046440,소프트웨어 개발 및 공급업
1322,KMH하이텍,052900,플라스틱제품 제조업
1323,KPX생명과학,114450,기초 의약물질 및 생물학적 제제 제조업
1324,KTH,036030,상품 중개업
1325,KT서브마린,060370,전기 및 통신 공사업
1326,SBS콘텐츠허브,046140,"영화, 비디오물, 방송프로그램 제작 및 배급업"
1327,SG&G,040610,자동차 신품 부품 제조업
1328,SGA,049470,소프트웨어 개발 및 공급업
1329,SV인베스트먼트,289080,기타 금융업
1330,TPC,048770,일반 목적용 기계 제조업
1331,TS인베스트먼트,246690,신탁업 및 집합투자업
1332,YBM넷,057030,교육지원 서비스업
1333,iMBC,052220,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
1334,가온미디어,078890,통신 및 방송 장비 제조업
1335,경동제약,011040,의약품 제조업
1336,골든센츄리,900280,기타 금융업
1337,광진윈텍,090150,자동차 신품 부품 제조업
1338,국보디자인,066620,실내건축 및 건축마무리 공사업
1339,나스미디어,089600,광고업
1340,나이스정보통신,036800,전기 통신업
1341,남화산업,111710,스포츠 서비스업
1342,네오오토,212560,자동차 신품 부품 제조업
1343,네오크레마,311390,기타 식품 제조업
1344,넷게임즈,225570,소프트웨어 개발 및 공급업
1345,노랑풍선,104620,여행사 및 기타 여행보조 서비스업
1346,노바텍,285490,그외 기타 제품 제조업
1347,뉴보텍,060260,플라스틱제품 제조업
1348,다날,064260,소프트웨어 개발 및 공급업
1349,대원미디어,048910,기타 전문 도매업
1350,대한과학,131220,기계장비 및 관련 물품 도매업
1351,대호피앤씨,021040,1차 철강 제조업
1352,대화제약,067080,의약품 제조업
1353,데브시스터즈,194480,소프트웨어 개발 및 공급업
1354,동아화성,041930,고무제품 제조업
1355,동양파일,228340,"시멘트, 석회, 플라스터 및 그 제품 제조업"
1356,디앤씨미디어,263720,"서적, 잡지 및 기타 인쇄물 출판업"
1357,디이엔티,079810,특수 목적용 기계 제조업
1358,라닉스,317120,반도체 제조업
1359,라온피플,300120,소프트웨어 개발 및 공급업
1360,라이트론,069540,통신 및 방송 장비 제조업
1361,랩지노믹스,084650,자연과학 및 공학 연구개발업
1362,레드로버,060300,"영화, 비디오물, 방송프로그램 제작 및 배급업"
1363,로스웰,900260,기타 금융업
1364,리더스코스메틱,016100,기타 화학제품 제조업
1365,리메드,302550,의료용 기기 제조업
1366,린드먼아시아,277070,신탁업 및 집합투자업
1367,마니커에프앤지,195500,"도축, 육류 가공 및 저장 처리업"
1368,메가엠디,133750,일반 교습 학원
1369,메카로,241770,기타 화학제품 제조업
1370,모베이스,101330,통신 및 방송 장비 제조업
1371,모아텍,033200,전자부품 제조업
1372,바이오다인,314930,의료용 기기 제조업
1373,바이오스마트,038460,전자부품 제조업
1374,보광산업,225530,기타 비금속 광물제품 제조업
1375,본느,226340,기타 화학제품 제조업
1376,브릿지바이오,288330,기초 의약물질 및 생물학적 제제 제조업
1377,블러썸엠앤씨,263920,그외 기타 제품 제조업
1378,비엠티,086670,일반 목적용 기계 제조업
1379,비츠로셀,082920,일차전지 및 축전지 제조업
1380,삼보모터스,053700,자동차 신품 부품 제조업
1381,삼영엠텍,054540,"구조용 금속제품, 탱크 및 증기발생기 제조업"
1382,삼천당제약,000250,의약품 제조업
1383,샘코,263540,"항공기,우주선 및 부품 제조업"
1384,서울바이오시스,092190,반도체 제조업
1385,서울옥션,063170,상품 중개업
1386,서울제약,018680,의약품 제조업
1387,서한,011370,건물 건설업
1388,성도이엔지,037350,"건축기술, 엔지니어링 및 관련 기술 서비스업"
1389,세원,234100,자동차 신품 부품 제조업
1390,세원물산,024830,자동차 신품 부품 제조업
1391,셀리버리,268600,자연과학 및 공학 연구개발업
1392,소룩스,290690,전구 및 조명장치 제조업
1393,소프트캠프,258790,소프트웨어 개발 및 공급업
1394,솔브레인,357780,기타 화학제품 제조업
1395,스카이문스테크놀로지,033790,통신 및 방송 장비 제조업
1396,시너지이노베이션,048870,의료용 기기 제조업
1397,시티랩스,139050,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1398,신성델타테크,065350,가정용 기기 제조업
1399,신화인터텍,056700,플라스틱제품 제조업
1400,싸이버원,356890,소프트웨어 개발 및 공급업
1401,싸이토젠,217330,자연과학 및 공학 연구개발업
1402,아이컴포넌트,059100,전자부품 제조업
1403,아즈텍WB,032080,"섬유제품 염색, 정리 및 마무리 가공업"
1404,안랩,053800,소프트웨어 개발 및 공급업
1405,알서포트,131370,소프트웨어 개발 및 공급업
1406,액트,131400,전자부품 제조업
1407,에너토크,019990,일반 목적용 기계 제조업
1408,에버다임,041440,특수 목적용 기계 제조업
1409,에스넷,038680,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1410,에스에이엠티,031330,기계장비 및 관련 물품 도매업
1411,에스티큐브,052020,기계장비 및 관련 물품 도매업
1412,에스피지,058610,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
1413,에이아이비트,039230,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
1414,에이프로,262260,기타 전기장비 제조업
1415,에이피티씨,089970,특수 목적용 기계 제조업
1416,에코마케팅,230360,광고업
1417,에코바이오,038870,사업시설 유지·관리 서비스업
1418,에코캡,128540,자동차 신품 부품 제조업
1419,에프앤가이드,064850,기타 정보 서비스업
1420,에프앤리퍼블릭,064090,상품 종합 도매업
1421,에프엔에스테크,083500,특수 목적용 기계 제조업
1422,엑사이엔씨,054940,실내건축 및 건축마무리 공사업
1423,엔바이오니아,317870,그외 기타 제품 제조업
1424,엔에이치스팩13호,310840,금융 지원 서비스업
1425,엘엠에스,073110,전자부품 제조업
1426,엠아이텍,179290,의료용 기기 제조업
1427,엠에스오토텍,123040,자동차 신품 부품 제조업
1428,엠케이전자,033160,전자부품 제조업
1429,오르비텍,046120,기타 과학기술 서비스업
1430,오이솔루션,138080,통신 및 방송 장비 제조업
1431,올리패스,244460,기초 의약물질 및 생물학적 제제 제조업
1432,와이엠씨,155650,전자부품 제조업
1433,와이엠티,251370,기초 화학물질 제조업
1434,와이제이엠게임즈,193250,전자부품 제조업
1435,와이팜,332570,전자부품 제조업
1436,와토스코리아,079000,플라스틱제품 제조업
1437,우리넷,115440,통신 및 방송 장비 제조업
1438,원익IPS,240810,특수 목적용 기계 제조업
1439,위세아이텍,065370,소프트웨어 개발 및 공급업
1440,유니슨,018000,일반 목적용 기계 제조업
1441,유니크,011320,자동차 신품 부품 제조업
1442,유아이디,069330,전자부품 제조업
1443,유아이엘,049520,전자부품 제조업
1444,유틸렉스,263050,기초 의약물질 및 생물학적 제제 제조업
1445,이미지스,115610,반도체 제조업
1446,이상네트웍스,080010,상품 중개업
1447,이에스에이,052190,창작 및 예술관련 서비스업
1448,이엠코리아,095190,특수 목적용 기계 제조업
1449,이오플로우,294090,의료용 기기 제조업
1450,이큐셀,160600,특수 목적용 기계 제조업
1451,이퓨쳐,134060,"서적, 잡지 및 기타 인쇄물 출판업"
1452,이화공영,001840,건물 건설업
1453,인피니트헬스케어,071200,소프트웨어 개발 및 공급업
1454,일신바이오,068330,일반 목적용 기계 제조업
1455,잉글우드랩,950140,기타 화학제품 제조업
1456,장원테크,174880,통신 및 방송 장비 제조업
1457,정원엔시스,045510,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1458,제노코,361390,통신 및 방송 장비 제조업
1459,제이씨케미칼,137950,기타 화학제품 제조업
1460,제이웨이,058420,"영화, 비디오물, 방송프로그램 제작 및 배급업"
1461,젬백스링크,064800,"섬유, 의복, 신발 및 가죽제품 소매업"
1462,줌인터넷,239340,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
1463,중앙백신,072020,기초 의약물질 및 생물학적 제제 제조업
1464,지놈앤컴퍼니,314130,기초 의약물질 및 생물학적 제제 제조업
1465,지트리비앤티,115450,기타 전문 도매업
1466,카스,016920,기계장비 및 관련 물품 도매업
1467,카카오게임즈,293490,소프트웨어 개발 및 공급업
1468,카페24,042000,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
1469,케이비17호스팩,317030,금융 지원 서비스업
1470,케이에스피,073010,일반 목적용 기계 제조업
1471,코다코,046070,자동차 신품 부품 제조업
1472,코아시아옵틱스,196450,사진장비 및 광학기기 제조업
1473,큐리언트,115180,자연과학 및 공학 연구개발업
1474,크리스탈신소재,900250,기타 금융업
1475,크린앤사이언스,045520,일반 목적용 기계 제조업
1476,클래시스,214150,의료용 기기 제조업
1477,토박스코리아,215480,"섬유, 의복, 신발 및 가죽제품 소매업"
1478,티사이언티픽,057680,소프트웨어 개발 및 공급업
1479,티씨케이,064760,기타 비금속 광물제품 제조업
1480,티앤알바이오팹,246710,기초 의약물질 및 생물학적 제제 제조업
1481,팅크웨어,084730,통신 및 방송 장비 제조업
1482,팜스토리,027710,동물용 사료 및 조제식품 제조업
1483,펄어비스,263750,소프트웨어 개발 및 공급업
1484,포인트모바일,318020,컴퓨터 및 주변장치 제조업
1485,푸드나무,290720,무점포 소매업
1486,프리엠스,053160,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
1487,피제이메탈,128660,1차 비철금속 제조업
1488,필로시스헬스케어,057880,"섬유, 의복, 신발 및 가죽제품 소매업"
1489,하나머스트7호스팩,372290,금융 지원 서비스업
1490,하나머티리얼즈,166090,반도체 제조업
1491,한국전자인증,041460,소프트웨어 개발 및 공급업
1492,한국큐빅,021650,플라스틱제품 제조업
1493,한독크린텍,256150,일반 목적용 기계 제조업
1494,해성산업,034810,기타 금융업
1495,현대사료,016790,동물용 사료 및 조제식품 제조업
1496,현우산업,092300,전자부품 제조업
1497,홈캐스트,064240,영상 및 음향기기 제조업
1498,휴메딕스,200670,의약품 제조업
1499,휴온스글로벌,084110,의약품 제조업
1500,흥구석유,024060,기타 전문 도매업
1501,골프존데카,183410,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
1502,네추럴FNP,086220,기타 식품 제조업
1503,데이터스트림즈,199150,소프트웨어 개발 및 공급업
1504,루켄테크놀러지스,162120,기타 전기장비 제조업
1505,비엔디생활건강,215050,기타 화학제품 제조업
1506,아이케이세미콘,149010,반도체 제조업
1507,애드바이오텍,179530,의약품 제조업
1508,에스엘에스바이오,246250,기타 과학기술 서비스업
1509,엔지브이아이,093510,자동차 신품 부품 제조업
1510,엠앤씨생명과학,225860,기타 화학제품 제조업
1511,유엑스엔,337840,의료용 기기 제조업
1512,이비테크,208850,기타 전기장비 제조업
1513,이앤에치,341310,기타 섬유제품 제조업
1514,청광건설,140290,토목 건설업
1515,판도라티비,202960,소프트웨어 개발 및 공급업
1516,펨토바이오메드,327610,자연과학 및 공학 연구개발업
1517,프로테옴텍,303360,의료용품 및 기타 의약 관련제품 제조업
1518,피엔아이컴퍼니,242350,"영화, 비디오물, 방송프로그램 제작 및 배급업"
1519,BGF,027410,기타 금융업
1520,CS홀딩스,000590,기타 금융업
1521,DB,012030,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1522,E1,017940,기타 전문 도매업
1523,GS리테일,007070,종합 소매업
1524,HDC,012630,기타 금융업
1525,KC그린홀딩스,009440,기타 금융업
1526,KR모터스,000040,그외 기타 운송장비 제조업
1527,LG유플러스,032640,전기 통신업
1528,SNT중공업,003570,자동차 신품 부품 제조업
1529,SNT홀딩스,036530,기타 금융업
1530,SPC삼립,005610,기타 식품 제조업
1531,경농,002100,"비료, 농약 및 살균, 살충제 제조업"
1532,경동도시가스,267290,연료용 가스 제조 및 배관공급업
1533,경방,000050,종합 소매업
1534,고려제강,002240,1차 철강 제조업
1535,광동제약,009290,의약품 제조업
1536,광주신세계,037710,종합 소매업
1537,금비,008870,유리 및 유리제품 제조업
1538,금호타이어,073240,고무제품 제조업
1539,대림통상,006570,기타 금속 가공제품 제조업
1540,대신증권,003540,금융 지원 서비스업
1541,대원전선,006340,절연선 및 케이블 제조업
1542,대원화성,024890,플라스틱제품 제조업
1543,대유에이텍,002880,자동차 신품 부품 제조업
1544,더블유게임즈,192080,소프트웨어 개발 및 공급업
1545,동부건설,005960,토목 건설업
1546,동성제약,002210,의약품 제조업
1547,동아에스티,170900,의약품 제조업
1548,동양고속,084670,육상 여객 운송업
1549,동양철관,008970,1차 철강 제조업
1550,동원수산,030720,어로 어업
1551,동일제강,002690,1차 철강 제조업
1552,롯데쇼핑,023530,종합 소매업
1553,메리츠화재,000060,보험업
1554,미래에셋생명,085620,보험업
1555,미원에스씨,268280,기초 화학물질 제조업
1556,부산산업,011390,"시멘트, 석회, 플라스터 및 그 제품 제조업"
1557,삼성중공업,010140,선박 및 보트 건조업
1558,삼양홀딩스,000070,기타 금융업
1559,삼익악기,002450,악기 제조업
1560,삼천리,004690,연료용 가스 제조 및 배관공급업
1561,서울식품공업,004410,기타 식품 제조업
1562,성창기업지주,000180,회사 본부 및 경영 컨설팅 서비스업
1563,세종공업,033530,자동차 신품 부품 제조업
1564,솔루엠,248070,전자부품 제조업
1565,시디즈,134790,가구 제조업
1566,아세아시멘트,183190,"시멘트, 석회, 플라스터 및 그 제품 제조업"
1567,아시아나항공,020560,항공 여객 운송업
1568,알루코,001780,1차 비철금속 제조업
1569,에스제이엠홀딩스,025530,자동차 부품 및 내장품 판매업
1570,유성기업,002920,자동차 신품 부품 제조업
1571,유한양행,000100,의약품 제조업
1572,이리츠코크렙,088260,부동산 임대 및 공급업
1573,이수페타시스,007660,전자부품 제조업
1574,이아이디,093230,기타 전문 도매업
1575,인디에프,014990,봉제의복 제조업
1576,일진홀딩스,015860,기타 금융업
1577,자이에스앤디,317400,부동산 임대 및 공급업
1578,전방,000950,방적 및 가공사 제조업
1579,제이알글로벌리츠,348950,부동산 임대 및 공급업
1580,제이콘텐트리,036420,"영화, 비디오물, 방송프로그램 제작 및 배급업"
1581,제일기획,030000,광고업
1582,지투알,035000,회사 본부 및 경영 컨설팅 서비스업
1583,진양폴리우레탄,010640,플라스틱제품 제조업
1584,케이씨씨,002380,기타 화학제품 제조업
1585,코람코에너지리츠,357120,부동산 임대 및 공급업
1586,코스맥스,192820,기타 화학제품 제조업
1587,코스맥스비티아이,044820,기타 금융업
1588,코웨이,021240,그외 기타 개인 서비스업
1589,콤텍시스템,031820,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1590,태경비케이,014580,"시멘트, 석회, 플라스터 및 그 제품 제조업"
1591,티웨이항공,091810,항공 여객 운송업
1592,포스코인터내셔널,047050,상품 중개업
1593,하이골드3호,153360,운송장비 임대업
1594,한국ANKOR유전,152550,신탁업 및 집합투자업
1595,한국내화,010040,"내화, 비내화 요업제품 제조업"
1596,한국화장품,123690,생활용품 도매업
1597,한라,014790,토목 건설업
1598,한미반도체,042700,특수 목적용 기계 제조업
1599,한섬,020000,봉제의복 제조업
1600,한세실업,105630,봉제의복 제조업
1601,한솔홈데코,025750,제재 및 목재 가공업
1602,한전산업,130660,"건축기술, 엔지니어링 및 관련 기술 서비스업"
1603,한화손해보험,000370,보험업
